225.	12.675391225766424	0.4712432236748651234649	74.1697581348327	28.27214531185	123963.57918522198
250.	12.517951121114105	0.5718817982022134163356	54.3474164569931	22.4220233097	50437.672657288735
270	12.454437434086397	0.6533620700611048873352	43.8494413514213	18.938558793316	26704.739061967957
285	12.425650398208758	0.7157315697462963237739	37.842509786522	16.78352894896	17110.931325210135
300	12.406462250900596	0.7856442120905137458217	32.5457619130601	14.762030533385	10758.55381556457
312.5	12.39899354611993	0.8683653029459658194465	27.7030423927276	12.793946896762	6481.872349087985
315	12.3999			0.8902330293160301522051	26.6256699904884	12.338148847248 5710.51
320	12.4065			0.9407040341217918743473	24.4017933738797	11.374247967729 4309.11
325.	12.421618703720876	0.999960740036577235379	22.1843026761007	10.379745625926	3152.137400950437
337.5	12.501171803979963	1.174558220190163529067	17.38765520228635	8.099493149344	1377.5745306657745
343.75	12.557351459562257	1.267432269402411673038	15.55220376913805	7.175019462301	927.857848603934
350.	12.618271152555048	1.359463099252290206874	14.06038462877966	6.400856751858	642.3274043561017
356.25	12.680346377403524	1.448757713229340194438	12.84963466858628	5.7573641548631	458.05092633099156
362.5	12.740414628288095	1.534263295968798763394	11.86099099715591	5.2220500311484	336.1576784951826
375.	12.850448307522345	1.692083113007768272366	10.36803616379187	4.3982403392518	195.5480124815619
387.5	12.942858808403567	1.831663687889917043378	9.31415050300087	3.8076615414256	124.01699300832676
400	13.01720709254541	1.95375686329118440873	8.54336242642139	3.3729576182037	84.31808441353293
412.5	13.075081675351031	2.05983483164803688076	7.96279481444744	3.0453628879016	60.65804623711512
418.75	13.098448254829153	2.107395524138997843414	7.72492702589783	2.911427892035	52.37967127057567
425.	13.118497101653041	2.151590589093057987144	7.51483984203464	2.7934069743629	45.710125576027494
437.5	13.149925643862202	2.230719838919792184992	7.16227669199476	2.5961924609103	35.80065033187535
450.	13.171452668989906	2.29882070644423880757	6.88016440171067	2.4394592663327	28.96231916216028
500	13.192210142423626	2.487760140690917391116	6.1768128107382	2.0553738067052	15.7205174499014
600	13.17280139275274	2.565610975473511186344	5.90855864707236	1.9126403414255	11.954362433659508
700	13.172685955618366	2.56576846343521372982	5.90800654036483	1.9123499800262	11.947282430755305
800	13.172646087451934	2.565868987146453888433	5.90764081263451	1.9121580571642	11.9425986891289
900	13.170408819625946	2.566374911383658548937	5.90421640840908	1.9104165316154	11.899373239598106
